tranDate,custName,cardNum,zipCode,tranAmount
2024-02-17 12:57:52,Matthew Graham,30257098468234,34845,4601
2023-07-20 00:25:54,Eduardo Rivas,30535234248424,89667,3670
2023-09-14 20:07:56,Kristen Ross,502039575753,94045,2778
2023-10-16 20:59:51,Cody Cohen,4303354747711346,99928,400
2023-03-29 12:58:01,Patrick Davis,30484996608766,20264,1533
2023-11-11 05:53:34,Courtney Gross,4891736412011754,62688,2540
2024-03-11 14:39:13,Nicole Pratt,3523389109169622,15198,2254
2024-01-25 06:22:26,George Lowery,4511100039660,42416,4553
2023-03-20 08:38:33,Barbara Walker,3523727206419632,54719,236
2023-08-29 10:38:30,Catherine Chandler,2720295139732847,63700,3614
2024-03-04 21:14:43,Cynthia Wiley,4889852460399884888,07690,4292
2023-08-04 07:15:43,Michelle Cohen,3507467466393512,28648,1297
2023-10-01 19:24:36,Troy White,3548014878629173,28788,1644
2023-05-30 18:52:39,Michael Alexander,379938876092416,61486,1606
2023-06-25 23:23:55,Kimberly Long,4765603663562,21709,3265
2023-07-20 21:20:19,David Rose,180076911666115,51843,2200
2024-03-12 14:04:20,Michael Frederick,180052856302099,77375,2584
2024-02-06 22:55:43,Alejandro Grimes,4568099239230,79982,3076
2024-03-09 11:02:20,Danielle Davis,30024806380600,64516,2145
2023-08-03 10:09:30,Christopher Lee,6011067177592303,09247,2830
2023-05-17 23:48:07,William Jackson,4105842087685112,27643,1074
2024-01-01 04:58:00,Catherine Fuentes,180033175765679,57045,3984
2023-11-13 17:17:44,Amy Murphy,2271431168613508,68129,1997
2024-01-09 16:40:34,Audrey Allen,676151546626,24006,1011
2023-12-15 20:38:01,Amanda Lopez,6011066295558584,01394,1353
2024-02-04 23:35:05,Michelle Castillo,4165708354861040,98629,4880
2023-07-30 04:06:30,Karen Morales,4789494752572184,98446,1994
2024-01-04 04:30:18,Ashley King,36140033777147,51241,4454
2023-04-03 20:41:21,David Martinez,213129790065197,29724,3785
2023-12-09 02:10:06,Matthew Padilla,4301282284513555562,63078,587
2023-12-18 20:56:00,Gregory Hickman,374417762666083,92693,2011
2023-04-27 18:36:24,Benjamin Alexander,3568898427181818,79427,3967
2023-07-08 16:55:36,Tabitha Freeman,3513349841759660,45744,1574
2023-12-05 06:36:36,Nicole Underwood,4923281725704,35767,3170
2023-04-05 06:29:31,James Miller,4086308885537,47948,3991
2023-05-05 19:11:23,Anthony Henderson,676237461444,23937,1182
2023-04-15 15:45:28,Catherine Sullivan,378658713343944,43301,858
2023-06-24 08:47:31,Christina Austin,6011193155416065,83388,3472
2024-02-26 07:10:09,Candice Carter,36021871163436,99680,1988
2023-07-17 13:49:19,Teresa Roberson,4149052331379,60805,1422
2023-09-19 13:32:35,Brian Myers,4535692838358422,46799,504
2023-11-27 16:19:07,Kim May,676202546914,10038,1153
2024-02-05 01:50:53,Cassie Martinez,347636425202424,92530,452
2024-03-04 06:54:21,Robert Stevens,6523730170631052,16419,811
2023-08-31 12:52:39,Jeffrey Kelly,630461902565,54215,3920
2024-02-11 06:18:27,Lance Davis,30378390412116,95744,536
2023-11-06 17:55:44,Brendan Mason,4734112692063156102,35075,2143
2023-11-02 11:02:47,Jason Neal,180087498422079,49475,867
2024-01-07 17:16:41,Michele Miranda,180078325781316,23699,1974
2024-02-08 23:13:27,Timothy Lozano,4305790082597,02088,2934
2023-07-13 09:15:49,Melinda Sanders,4286994904332047,86950,1882
2024-01-22 04:28:04,Amber Price,4946095034569579613,45452,4622
2024-02-13 20:47:00,Mallory Moore,4258580922216744,90926,1588
2023-10-11 03:36:17,Alexander Davis,378696240135037,31826,1087
2023-04-08 15:27:02,Alyssa Davis,060496413828,62093,3183
2023-08-03 01:16:38,Rachel Nash,060480944903,81126,3804
2023-05-14 02:31:46,Brent Juarez,4702118675812070,58318,1616
2023-08-12 17:16:01,Laura Jones,213118732977940,78330,3687
2023-08-22 12:22:43,Jennifer Christian,4950777981897197,06854,4110
2023-09-06 18:14:57,Amanda Martin,4823059891661194,60805,4418
2023-07-17 10:38:40,Beth Nguyen,213113667447191,94711,4020
2023-07-25 01:56:19,Michelle Alvarado,4481659689610957,81629,1637
2023-04-17 01:47:09,Noah Walker,4403087107214373,35244,1118
2023-08-08 15:54:51,Richard Taylor,6516200952355485,49586,3632
2024-02-07 07:15:49,Linda Palmer,675907637937,02808,1554
2024-02-06 20:10:37,Brandon Moore,378600751985921,29699,2866
2023-07-27 07:36:07,Adam Bond,4234616026401857448,40654,626
2023-09-02 14:52:53,Catherine Gomez,30273940823377,26584,1121
2023-10-20 16:51:00,Debra Serrano,3584864399097150,38051,4136
2023-10-16 15:40:27,Michael West,4563493547099398528,87378,2400
2023-11-19 02:40:40,Christopher Taylor,3504402968578636,54478,890
2023-10-28 12:59:52,Stacey Ford,180037193687195,54872,1055
2023-10-13 15:52:55,Robert Harris,377033774370817,58312,3567
2023-07-21 09:33:21,William Rivera,4197476285828841,10542,4333
2023-08-12 00:53:21,James Rivas,6553407683072230,26421,3335
2023-07-21 07:06:15,Joshua Jones,3569211576871347,82736,1285
2023-05-23 08:03:33,Colleen Robinson,4605757278474370,38855,512
2023-04-22 06:08:57,Eric Mejia,6011328369461933,71281,4343
2023-07-22 10:20:49,Courtney Montes,4653820946150834251,62038,3321
2023-05-15 08:47:30,Michael Casey,4217610643533083,34734,689
2024-02-17 19:48:23,Ross Nelson,348590539507872,30157,4495
2023-07-11 14:03:08,Charles Moore,38918551598609,12720,2920
2023-12-20 04:05:29,Jacqueline Flowers,3573269423845363,26296,1414
2023-10-20 09:43:11,Michelle Little,349548083382760,15281,3774
2023-09-08 04:58:23,Dr. Maria Perkins,4551735935175446951,14857,662
2023-05-07 22:44:36,Mark Dorsey,4159857959001409,55668,4669
2023-12-15 22:58:44,Curtis Dalton,582271632090,43269,4050
2023-10-17 05:42:46,Elizabeth Scott,6011312599034819,38811,2431
2024-02-10 09:31:13,Sandra Craig,4252749330273,50637,950
2023-08-14 16:36:33,Kristina Williams,3516056805674747,78418,341
2024-02-10 04:06:18,Johnny Moore,340229861989840,84002,2682
2024-03-09 09:07:14,David Allen,180085050155343,16272,3448
2024-02-04 04:10:38,Shawn Smith,3541410261045158,25049,3345
2023-08-12 14:17:23,William Moran,2506836006832275,94025,2486
2024-01-29 18:03:07,Patricia Johnson,3534972639054617,62424,1152
2023-05-10 02:35:05,Debbie Johnson,6580369169772880,66939,4124
2023-04-13 20:50:22,Elizabeth Butler,4291220122378569,80809,4209
2023-04-15 20:49:05,Marissa Mcmillan,6575135336879768,86258,564
2024-01-08 09:59:30,Dawn Holt,349454489586593,86915,196
2023-12-09 14:58:57,Anna Lyons,3590443746773383,06171,4459
2023-10-13 04:03:18,Michael Herrera,3545121757203740,18817,2334
2023-09-17 23:07:19,Jamie Newman,3504652972785706,25618,1931
2023-09-18 14:59:55,Howard Stein,3569664011639648,61445,745
2023-03-31 16:12:11,Sarah Tran,3505334083891926,90799,2375
2023-10-05 08:05:53,Brianna Maxwell,4165379772987344,47124,1748
2023-05-29 02:51:35,Shannon Foster,4592290737404845750,38492,3428
2023-10-22 10:51:40,Alex Boyer,4458890478502,48920,385
2023-10-30 19:13:23,Karen Martin,377093687359836,95542,2669
2024-02-23 20:34:50,Ashley Sanchez,4433380988150467,54839,2676
2023-04-23 22:41:43,Kenneth Young,30145538695336,55002,387
2023-07-17 04:46:34,Nicholas Williams,6011424613947890,56268,4726
2023-11-14 23:14:45,Lauren Sutton,30180452211778,78984,3359
2023-04-27 04:46:33,Erin Whitaker,4367492887853180,55438,4937
2023-05-05 13:04:20,Eric Berry,639047610899,47346,2309
2023-11-12 20:13:09,Nicole Reynolds,376433702670612,44603,1315
2024-02-06 02:35:29,Deanna Nguyen,4733397289270262,14375,2174
2024-01-11 03:12:21,Lindsey Houston DVM,2535059314004538,43213,1004
2023-04-06 23:04:52,Susan Black,180063573327574,62566,3382
2023-09-07 02:57:03,Michael Barnes,3574012596005293,50125,1428
2023-10-13 00:38:40,Anthony Brown,4461627883522116,63457,2764
2023-06-21 12:13:23,Devin Richards,30249188266552,55464,3642
2023-04-11 08:02:54,Christine Reeves,213117982638350,39712,446
2023-11-30 09:23:50,Amber Hicks,3563015273681941,20505,2975
2023-09-26 23:40:23,Jeremy Page,2253422948330317,31307,1767
2023-04-13 08:17:42,Alec Mcclain,3594614154367431,07513,3312
2023-08-28 18:35:20,Alyssa Brown,2289385511120365,49363,1512
2023-08-29 03:01:32,Gerald Zuniga,2253452884930390,29121,2313
2024-02-21 13:20:37,Ana Wallace,30006287491840,27718,1026
2023-03-28 08:19:35,Nicholas Caldwell,639047233726,12564,1482
2023-11-23 04:05:05,Natalie Summers,3531250468695740,85633,3546
2023-12-26 21:24:15,Charles Lamb,6561559517718295,93062,393
2023-10-19 23:53:54,Jacob Walker,3558552139894745,39533,3581
2023-11-16 19:38:31,Heather Stephens,4040264621345,48704,2008
2023-07-02 05:50:50,Dennis Foster,6011476546442118,59133,3943
2023-09-30 22:38:20,Erik Drake,4592090132812352,01611,2469
2023-04-01 08:27:06,Craig Fields,30058007242086,35797,241
2023-05-12 07:55:38,Aaron Ward,639029166100,48285,1646
2023-09-27 04:23:43,Shelby Taylor,4414589851221845799,16452,1455
2023-03-31 16:09:29,Robert Alexander,4891911884490278473,81241,1013
2023-10-11 18:07:20,Abigail Bryant,2376555172727211,73440,4993
2023-06-09 02:59:32,Brandon Ballard,4968548801136248469,77488,1908
2024-03-08 10:06:03,Kevin King,4552958101657,77468,3193
2023-04-18 12:01:25,Jordan Kerr,4422120491716385,43641,2991
2023-10-19 03:18:39,Steven Roberts,38498839368141,08469,4215
2023-12-21 15:51:30,Russell Owens,639068492615,18583,1511
2023-06-28 10:35:05,Brenda Williams DDS,3526074966558185,67181,2218
2024-01-22 01:48:09,Kathryn Wilson,377606897098462,53997,587
2023-11-13 06:11:44,Clarence Brooks,343383874160001,59917,1894
2023-10-05 16:11:53,Elizabeth Rice,6011915962741404,57058,2617
2023-08-29 21:36:09,Keith Brown,4149611478452848,58107,2587
2024-02-15 01:46:31,Emily Andrews,676171599621,51933,4065
2023-05-23 20:57:10,Kelly Chavez,6513415003256358,99490,3738
2023-07-22 02:08:58,Dalton Williams,3534734820539453,88820,3911
2023-07-09 12:56:35,James Holmes,6537890482830570,67384,4408
2023-08-14 06:54:46,Adam Park,4672078665468349,43951,3887
2023-05-10 04:42:44,April Ibarra,3537575844385218,64618,3747
2024-03-07 19:49:45,Elizabeth Wallace,4263820688541296,86294,3464
2023-08-01 19:17:31,Jorge Williams,4695883603865,23505,2708
2023-07-29 21:12:45,Sean Clark,4026127934520,32248,1986
2023-05-16 07:34:27,Taylor Johnston,3562725069101653,62610,3626
2024-03-15 18:58:24,Michelle Shaw,30232291174384,85388,4541
2023-08-12 02:47:42,Daniel Hopkins,4066641918653704,18474,2303
2023-09-25 15:18:31,Miranda Tran,503815063469,19184,134
2023-06-13 22:34:16,Megan Smith,3519036057021398,55113,3062
2023-11-10 15:25:14,Courtney Graham,6011896808745637,12022,1350
2023-09-27 12:17:31,Elizabeth Avila,6011813512929142,46643,465
2023-04-06 16:46:40,Austin Martin,180039654904739,02142,232
2023-06-27 10:30:59,Tiffany Mcdowell,3562190761329856,62585,3255
2023-11-15 01:10:01,Maurice Richardson,36528880805773,54966,2154
2023-06-14 11:41:49,Meghan Guerrero,3543325005173835,24798,2935
2023-12-07 07:58:47,Veronica Nunez,3502151849698731,50233,4116
2023-08-13 05:03:37,Jacqueline James,30021445119894,47581,3732
2023-12-21 15:45:22,Diane Hamilton,2720653656544930,14636,3488
2023-08-28 05:41:53,Chelsea Johnson,6525079088489908,71392,2987
2023-05-14 02:33:54,Donald Monroe,180024222889729,01486,4887
2023-11-25 18:40:35,Courtney White,344701961021829,72541,1994
2023-12-01 07:24:48,Edwin Cox,578461503786,72785,3521
2023-05-17 09:48:22,Peter Moyer DVM,30219870800877,44386,1734
2023-09-16 06:16:51,William Clark,342489046419927,35983,2734
2024-01-09 08:08:05,Eric Rivera,3516573630099536,52105,1108
2023-04-21 16:35:32,Michael Anthony,4001539691116410,83595,4976
2023-10-02 17:08:08,Angela Vaughn,2713128668452330,43237,2473
2023-08-03 02:51:23,Derrick Esparza,213101062965883,74436,1370
2023-08-10 20:15:51,Anne Bailey,3581382263834510,92045,617
2023-09-21 00:50:18,William Johnson,639034717699,86750,2882
2023-03-26 05:55:45,Steve Miranda,3598728664799689,19089,2955
2023-05-23 17:32:11,Kathleen Moses,4277926153412,30828,1271
2023-04-02 14:21:44,Tanya King,6011093445922221,26808,325
2023-09-29 22:13:08,Regina Russell,4235982021501,18744,1311
2023-08-16 23:37:22,Tanya Hall,4984741229711,13238,2317
2023-04-19 16:20:43,Ashley Jones,2277165170172699,78724,1133
2024-01-21 05:40:13,Rebecca Hopkins,4411360758915063,35608,2919
2023-11-28 08:17:40,Abigail Carroll MD,4330467058969895169,28700,4296
2023-10-14 11:11:34,Zachary Miller,4638237869519418251,43167,1982
2023-10-22 17:10:58,Paul Kelly,4729311827928959741,76800,3261
2023-06-04 14:42:05,Monique Calderon,213131258810882,73150,3184
2023-06-07 19:12:53,Amanda Fox,4187057209781258,74701,918
2024-01-24 02:33:58,Joshua Nolan,30082550853081,05893,2429
2023-07-10 07:55:51,Jonathan White,4925776442632096,35450,3810
2023-12-14 14:45:53,Jesse Long,3555577002456275,16113,4803
2024-01-15 21:21:35,Thomas Cardenas,36977486321406,27277,3175
2024-01-20 22:12:11,James Preston,3596330257071469,89003,3759
2024-03-01 09:09:27,Deborah Moreno,3563886479060878,49913,4795
2024-01-28 04:54:31,Regina Collins,3573158972655390,44190,2559
2024-03-02 20:20:35,Ian Brooks,5154194514003106,42668,2589
2024-02-25 01:52:38,Todd Carrillo,4420902739081,63975,2888
2023-08-25 19:07:33,Dustin Steele,4604680114811620948,14061,2786
2023-04-19 11:51:54,Sarah Vasquez,36446500620078,81386,4547
2024-02-24 19:15:09,Veronica Powell,4057963793174650,65107,1629
2024-01-08 19:02:12,Kelly Guzman,4610756154561599385,24925,449
2023-11-27 14:07:12,Rebecca Valencia,4193584181276181,01270,4865
2023-09-07 15:31:39,Elijah Colon,213123060203232,99237,1099
2023-05-26 10:35:37,Stacy Sweeney,5565546315661098,37597,4867
2023-07-10 11:54:24,Andre Huang,4447737040005365,24439,2504
2023-10-20 12:56:12,Steven Ibarra,676306008795,96960,1870
2024-01-15 05:22:50,David Sanchez,3527702759862583,94472,2274
2024-01-01 04:08:04,Chase Scott,38914840946675,50389,4898
2023-08-11 10:04:11,Sharon Vasquez,4507948807704973257,75792,4759
2024-01-06 18:25:32,Vincent Middleton,3526202158833864,81904,4646
2023-06-30 09:17:53,Justin Bowen,3563721546689922,79175,4587
2023-11-11 13:40:31,Clayton Shepherd,30426767828230,83311,4800
2024-02-04 04:04:35,Lawrence Reynolds,3581222696167510,67834,3897
2023-06-22 05:50:31,Morgan Allen,4568264754825642,14115,2586
2023-07-10 20:51:55,Kayla Roberts,4069705754532576494,58099,788
2023-11-10 11:45:14,James Aguilar,4068982312439482,17159,2541
2024-01-30 15:29:48,William Thompson,4827003790203,04136,503
2023-04-10 19:47:54,Austin Brady,342349187857956,93371,4298
2023-06-25 17:07:02,Monica Sandoval,676352717331,94825,1746
2023-04-14 20:18:24,Brandy Smith,6011762711262062,18458,957
2023-10-29 13:16:17,Thomas Johnson,2605571538072609,18271,2658
2023-06-18 19:05:43,Elizabeth Mccarthy,3543820187661557,86448,3820
2023-10-30 12:40:15,Michelle Chase,4870028295899,79092,3012
2024-01-26 12:40:20,Kimberly Lang,3580772410131276,77432,599
2023-12-16 02:11:07,Mr. Jeffrey Martinez,3546082241772006,80933,1968
2023-12-14 05:51:50,Jennifer Reyes,30005690234805,77582,2615
2024-02-29 12:06:41,Angela Cochran,3582884742977082,86504,3580
2023-12-31 01:56:24,Danny Gibson,4105927566437018,66798,2433
2024-01-05 15:04:59,James Mendez,379211962450223,84700,4635
2023-11-17 20:11:14,Lisa White,3589415856292571,36707,1924
2023-07-15 03:25:29,Paul Baker,3597982869173643,00763,4951
2024-01-05 03:31:00,Alex Hendricks,579804725839,57153,4206
2023-12-06 20:31:44,Samantha Santos,3587799728468069,96018,1587
2023-12-02 04:15:22,Brittany Cooper,2388240756453205,93480,114
2024-03-14 01:52:12,Kyle Watkins,4207358255435,32547,4408
2023-06-25 01:54:03,Jessica Rogers,3576600623566051,40287,1563
2024-01-17 19:25:01,Alicia Mitchell,377883352745719,72717,2781
2023-10-08 13:49:11,Evelyn Jones,3504369265546451,12635,1149
2024-03-05 05:09:20,Laura Anderson,3554012795452050,68768,2744
2023-06-19 03:37:54,Yvonne Dixon,3565830456688119,96520,1844
2023-09-01 14:23:17,Joseph Robertson,4858943619723,92675,792
2023-04-04 09:38:37,Kim Wagner,4662821482650777,89559,1390
2024-01-31 07:19:14,Scott Ryan,4570885253038638,10088,550
2023-04-30 15:40:19,Lynn Orozco DVM,060469036192,46417,160
2023-06-09 06:53:19,Logan Pacheco,213146420930913,38286,1965
2023-06-21 05:50:02,Lindsey Fischer,4986494113210251,76315,3071
2023-04-05 05:05:28,Brian Coleman,36934449138393,20302,4968
2023-09-03 10:03:08,Brent Reeves,371620692937010,02175,2046
2023-06-30 20:12:54,Joshua Hansen,4237774773045577574,92815,1966
2024-03-03 01:30:15,Patricia Wallace,180051226575004,32320,1311
2023-07-20 10:14:46,Kimberly Smith,2715909766552214,27501,1144
2023-07-12 03:14:12,Ronald Hughes,3551180781033185,59793,2212
2024-02-25 13:57:45,Felicia Gonzalez,345250181654653,56629,1925
2023-05-30 23:45:56,Robert Smith,4722244609759868820,92786,2444
2023-05-08 10:20:56,Wendy Woodard,676217267753,83386,2034
2023-10-24 18:29:26,Amber Boone,3582090059985714,99023,846
2023-08-11 02:03:26,Amber Savage,2705055959430867,80030,3292
2023-03-21 16:17:38,Adam Bradley,4807881531978,31252,268
2023-11-02 06:49:35,Ryan Gordon,4968505879005465654,32933,4883
2023-08-14 18:45:57,Taylor Nguyen,4887014622064070,67996,720
2023-09-22 00:08:07,Brittany Hull,2295011141714680,37683,3196
2023-05-17 10:55:10,Mr. Jason Morgan,4029518120045109,07481,1216
2023-11-30 08:48:17,Vincent Lee,180056432683138,20538,2640
2023-04-13 16:21:15,Joshua Jones,4658500236054934,36353,3445
2023-09-20 21:42:20,Allen Cook,4290113666680923,74608,636
2023-07-14 16:05:44,Kelly Baker,213105771702800,68871,773
2023-07-31 16:40:56,Matthew Blackburn,4202004770960,13175,3304
2023-04-05 11:10:37,Amanda Johnson,2284224960538303,25339,1833
2024-02-11 02:27:09,Kristen Blake,4842207260819037,77833,1372
2024-01-20 13:36:22,Andrew Weaver,675983608364,42505,1678
2023-10-17 12:27:14,David Russell,4226874108983516239,40909,3645
2023-12-20 09:27:53,Randall Fernandez,4288528208617527,24733,2955
2023-09-24 22:32:14,Tiffany Thompson,2251282360036129,48469,3968
2023-04-29 19:45:58,Sandra Ford,4867303266257899665,10219,4368
2023-07-27 18:26:34,Phyllis Miller,4413006857732465,39107,4948
2023-04-23 05:24:21,Anthony Gordon,4858714542071759,44196,228
2023-07-18 13:53:23,Diane Herrera,6011073400887395,63832,864
2023-08-27 22:15:45,John Higgins,180076726319744,38461,2507
2023-05-18 23:52:16,Alison Blair,3515587263915165,38109,2896
2023-06-05 19:59:07,Jennifer Martinez,4517735021551,05497,2593
2024-03-08 14:23:58,Leslie Mckinney,4880343561066920,51380,4867
2023-06-12 08:56:31,Susan Alexander,502013311001,76560,3611
2023-09-06 06:26:09,Eric Coleman,4254208127633695,09787,1160
2023-07-18 18:29:06,Lauren Diaz,3508127180466643,20750,849
2023-07-30 05:17:34,Rachel Molina,4048727717071,22636,816
2023-09-20 18:02:56,Anthony Brown,213153461892861,34834,1342
2024-02-05 17:25:53,Christian Smith,3584057372647592,39356,2330
2023-05-21 23:08:13,Seth Schwartz,3536541802834788,51040,1618
2023-09-27 17:49:30,Ashley Thompson,2717887699434585,07917,472
2023-11-25 10:16:35,Jenna Evans,180033616686203,01064,4053
2023-05-07 18:42:16,Frank Perkins,3573964843013838,51429,1202
2023-04-04 11:19:29,Jonathan Thomas,4321991273455,30136,1107
2023-04-29 02:22:09,Gregory Maddox,180086095952827,86989,3254
2023-05-31 04:51:14,David Harris,4040508059724,23505,2341
2024-03-11 23:14:48,Anthony Strickland,372759019789453,94502,2213
2023-11-20 20:30:43,Ryan Powell,4111969627117,53520,951
2023-05-13 23:42:31,Laura Jackson,502007574762,03089,3134
2023-07-30 07:04:42,Erica Mcgee,3517674073656797,66246,2242
2023-12-21 13:03:43,Joseph Roberts,3522228346229248,85087,1071
2023-10-22 23:16:32,Jessica Martin,4144905798692,66181,2362
2023-08-21 09:31:00,Sierra Watts,4429877762419287,35230,3380
2023-08-18 03:49:02,Caitlin Simmons,3529923639154888,18633,4117
2023-11-21 16:50:21,Joseph West,4187136776748,72282,3933
2023-04-08 00:09:42,Mr. Angel Murray,3505219087981726,66500,4008
2023-10-10 11:43:33,Mackenzie Hamilton,3532665954827359,50339,2711
2023-03-22 05:14:37,Mrs. Jordan Massey,2402381820247694,13199,3909
2023-04-11 22:30:21,Melissa Daniel,4159156194448230,25104,3676
2024-01-10 00:08:48,John Carr,6011649827807312,64373,4986
2023-12-29 10:58:32,Charlotte Mcgee,378444197508835,84441,889
2023-09-25 21:02:22,Carrie Evans,30282773161912,44040,2155
2024-01-26 10:46:42,Mrs. Erica Mata,379965477542127,35942,3050
2023-08-11 14:21:09,Anthony Evans,4795865915502721727,40066,4990
2023-08-07 23:35:02,Gary Castillo,3571300007755934,75908,940
2024-03-07 04:58:30,Bobby Blair,561284185049,29643,2306
2023-05-09 13:51:57,Aaron Stark,30189410309582,86338,1662
2024-03-08 18:45:26,Christopher Brown,566076334598,65255,4741
2023-03-31 00:12:35,Daniel Burke,4395516069771286889,63810,2432
2023-05-27 23:15:42,Ralph Flores,3558840086194254,16145,3835
2023-06-15 07:35:40,John Fleming,501817654020,67733,778
2023-04-18 05:24:52,Danielle Watts,4142451551266816,46720,1978
2023-07-09 13:12:12,Kimberly Evans,213107954819914,67124,2642
2024-03-15 07:09:00,Patricia Roberts,4201321531431384,75116,3002
2024-03-11 10:52:27,Ryan Reeves,3567171028485231,44589,3400
2023-12-01 07:56:20,Natalie Roberts,4777463919075,95491,370
2023-12-22 02:49:49,Sharon Frank,3504359235152225,28340,1873
2023-05-02 16:19:49,Daniel Gordon,4447818322181,73696,1285
2023-04-19 22:39:37,Brooke Hopkins,3574377633894011,97898,4884
2023-12-27 05:09:25,Robert Sweeney,4258348388694014,34600,2715
2023-11-27 09:57:17,Jeremy Young,374859647901294,66113,1940
2023-04-25 02:51:28,Raymond Orr,180041055917096,97976,1129
2023-12-29 16:52:43,Benjamin Smith,4004905517547814,86601,2163
2024-02-11 00:10:44,Nicole West,4295335448360462369,40027,1366
2023-08-05 13:37:01,Amy Harrison,4730155060729978,29327,4482
2023-12-19 01:07:33,Emily Vincent,4525272258932,40418,3802
2023-12-10 11:26:45,Margaret Brooks,5471752947521584,44305,3079
2024-02-25 10:10:54,Victor Bennett,2478251097759789,44964,1044
2023-10-09 08:51:28,Steven Harrington,30585034551006,05991,4107
2023-07-07 18:45:04,Matthew Miller,4217504601549,95846,227
2023-05-13 11:18:50,John Mack,36196368463810,43829,1566
2023-12-07 11:29:17,Matthew Daniels,180012638728110,22244,3262
2023-06-23 05:01:47,Jean Kelly,3569469495708533,69901,4794
2023-12-17 02:28:29,Emily Irwin,348071044119420,79866,1949
2023-12-02 12:47:03,Victoria Thompson,30376633636608,13022,2731
2023-06-04 04:42:44,Tanya Garcia,3593276440318262,83861,585
2024-01-20 20:15:45,Robert Edwards,213164400019524,28907,3903
2024-01-27 21:41:03,Vincent Gonzalez,4165183849235384,86666,4401
2023-12-20 12:16:06,Wendy Harmon,4430498523937199,14560,4070
2023-07-03 19:21:13,Jeffrey Castillo,4556116898014777481,66486,4238
2023-09-27 15:26:45,Corey Dominguez,4515848407066820,88490,3700
2023-07-11 04:42:05,Tracy Flowers,343889836748279,62059,3489
2023-07-16 15:45:20,Kevin Coleman MD,180096591860366,83618,3160
2024-02-26 01:59:49,Scott Woods,3597363466132482,48888,4007
2023-06-11 04:19:04,Michelle Turner,6011169319369507,31747,3592
2023-04-02 17:09:36,Jeffrey Rice,376889913435659,99031,4093
2023-06-25 05:00:00,Jennifer Ramirez,6011586292840529,49507,3376
2023-08-22 02:41:45,Stephanie Jackson,4912052573831,80821,1292
2023-06-13 22:15:59,Shari Rodriguez,676300250690,94518,596
2024-01-13 15:57:48,Jeffrey Blake,3543234037778084,17285,638
2023-09-15 16:16:15,Jasmine Franklin,180020913261855,78872,3266
2023-05-05 11:48:28,Troy Lucero,3581569353379295,84489,421
2023-03-20 01:03:16,Anna Marshall,30024500988377,19909,2001
2023-05-14 04:35:18,James Morales MD,4649921252766023,62728,4628
2023-11-24 14:52:49,Hannah Richards,6501334414740765,10980,2510
2023-12-18 07:12:12,Mark Nelson,4329501970773879611,38291,122
2023-08-03 23:12:14,Jason Phillips,371980141447403,93244,2436
2024-02-23 09:57:08,Ian Hinton,3557835904356482,78762,4117
2024-02-28 06:17:45,Justin Rogers,180027445777506,47330,3631
2024-01-02 02:31:27,Jordan Schmidt,676359844054,92425,984
2023-07-31 08:31:13,David Murphy,4256549532271111639,86497,3726
2023-06-04 16:33:20,Michael Arias,4781466390216661,48844,3658
2024-01-15 03:25:28,Raymond Young,4206909304135409,44964,2934
2024-03-07 01:37:17,Ms. Amanda Morgan DDS,630476260165,53882,3134
2023-05-03 07:55:53,Michael Ortiz,213126535734566,86214,272
2024-01-10 05:07:28,David Young,6580622730564081,04928,2930
2023-04-21 10:58:05,Robert Wright,3585199697960018,68435,1386
2023-07-13 02:15:56,Alicia Flores,4022853209260,45834,2508
2023-11-29 17:25:33,Chase Price,3536908198401342,57762,1568
2023-07-17 05:44:28,Ronald Hill,3573995535295234,20193,4086
2023-03-18 19:51:09,Sarah Ross,3559136805457299,01265,4169
2023-08-16 22:06:10,Kaitlyn Reyes,3531085465486457,95588,2039
2024-01-07 13:02:03,Lori Hunter,213138499721331,81414,1339
2023-11-24 13:39:48,Melissa Brooks,2243658277443154,96490,4888
2023-11-18 22:55:17,Timothy Stewart,3553677025463548,87314,1258
2024-02-01 16:58:48,Crystal Stewart,180084104180449,92570,2064
2023-06-10 03:21:40,Daisy Guerra,4347695414426,70567,3888
2023-07-05 05:51:30,Jeremy Ayala,4754021827039913164,86673,1353
2023-09-19 05:56:27,Melody White,370999378662303,63174,2684
2023-07-14 02:30:02,Mason Anderson,6011794149383699,56497,1633
2023-04-07 05:56:45,Michael Johnson,3549343715756991,12035,4432
2023-12-04 23:02:30,Ashley Jackson,30326815533347,08819,1182
2023-09-16 09:11:13,Ronald Munoz,4839126924909443951,64311,2457
2023-12-11 12:30:01,Claire Bailey,180054335688270,60850,2153
2024-02-26 15:57:02,Brandon Pratt,348259124302194,28165,1864
2023-08-10 05:27:14,Alexandra White,6011627513532923,93252,3724
2023-12-18 06:40:55,Andrew Leblanc,4574238034362999487,06833,1836
2023-07-28 19:20:58,Patrick Abbott,377024161283671,30530,1851
2024-01-13 23:23:38,Judy Sloan,676348735322,10061,2725
2023-04-16 10:29:49,Kristin Vaughn,3530643165841669,85090,4499
2023-06-19 07:55:54,John Becker,6011239277236202,66824,2140
2023-09-27 08:39:19,Linda Schmidt,30400819386976,02533,827
2023-12-16 12:24:11,Francis Landry,3547926803093269,34393,3158
2023-03-27 18:04:02,John Johnson,30204266621632,49695,3642
2024-02-09 04:36:16,Willie Gates,502019799035,32331,1351
2023-07-31 06:47:30,Christina Morales,5342088327093200,44835,1858
